time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
172.189136,503.842,49.5553,502.219,9.71515,7095345803,64238.61003,0.006468045,0.060815593,7295285143,95246.31042,0.009595761,0.067125316,7848828217,47450.09679,0.008757105,0.063880709,8029479231,63717.37437,0.023745748,0.050311736
177.392056,503.759,49.7796,502.183,9.85362,7095346102,63852.66794,0.007258725,0.060885783,7295284912,95038.45264,0.010190319,0.067128999,7848827722,46903.44195,0.008144891,0.063878837,8029478292,65422.37378,0.024773777,0.050337992
182.605668,503.564,50.0006,502.076,9.9879,7095345628,64255.20325,0.006415447,0.060766673,7295284818,95141.4853,0.00957626,0.067031173,7848827961,47708.07304,0.009757245,0.063883259,8029479673,64329.77958,0.023613169,0.050297307
187.819488,503.538,50.2219,502.046,10.1265,7095345708,63874.97496,0.006924827,0.060849484,7295284749,94954.43393,0.009864828,0.067051794,7848826959,47308.6897,0.010092136,0.063871893,8029480453,64458.1332,0.027666325,0.050333241
193.023183,503.567,50.4427,502.069,10.2649,7095345365,64230.1583,0.0065379,0.060738002,7295284657,95221.76641,0.009774793,0.067018145,7848827994,47414.18902,0.008960483,0.063817459,8029480288,65784.09555,0.023635952,0.050304186
198.236574,503.562,50.6558,502.047,10.3944,7095345463,63806.31837,0.006927345,0.060829451,7295284623,94807.74867,0.009759346,0.067001094,7848828485,47200.76497,0.006092924,0.063772441,8029478412,64618.12824,0.020624662,0.050274967
203.449759,503.461,50.8691,501.933,10.5232,7095345193,63907.04592,0.006663504,0.06078975,7295284493,94871.02443,0.009592848,0.067018402,7848827354,47288.18455,0.01029354,0.063799646,8029478691,63320.15274,0.024747128,0.050288604
208.683061,503.456,51.0831,501.886,10.648,7095345383,63653.16379,0.007102862,0.060713875,7295284402,94964.6975,0.009915083,0.066953016,7848827402,47392.42929,0.009611909,0.063862731,8029478933,64381.51116,0.021820128,0.050271821
213.894743,503.436,51.2902,501.85,10.7737,7095345061,64271.03622,0.006456156,0.060636078,7295284381,94784.22722,0.010073106,0.066849108,7848827487,47436.69785,0.010604833,0.063799216,8029479155,63561.05492,0.02743473,0.05022808
219.116519,503.415,51.4969,501.794,10.9045,7095345518,64226.49405,0.007075181,0.060599455,7295284248,94780.85589,0.010111813,0.066856311,7848826421,47598.50899,0.007838922,0.063792284,8029480229,64317.32759,0.026413398,0.05023759
224.297247,503.337,51.7045,501.736,11.0304,7095345596,64121.78692,0.007242515,0.060647217,7295284226,94672.12708,0.009508247,0.066908916,7848827016,47341.21761,0.008785712,0.063758303,8029479152,63483.10181,0.023788495,0.050217576
229.498885,503.31,51.9043,501.684,11.1555,7095345412,64103.85684,0.007423648,0.060707723,7295284019,94728.24708,0.010024748,0.066702211,7848827583,47406.86946,0.009278728,0.063690621,8029477699,63826.44839,0.029365125,0.050217179
234.668845,503.323,52.1085,501.679,11.2775,7095344704,64198.46379,0.006630386,0.060471566,7295284152,94960.8868,0.009446116,0.066879796,7848827606,47266.22759,0.008591829,0.063640483,8029477861,63342.08333,0.024998115,0.050176343
239.881528,503.325,52.3098,501.705,11.3999,7095344539,63598.58247,0.006851166,0.060592599,7295283915,94834.85306,0.00981826,0.066742384,7848827753,47188.52257,0.006388361,0.063669866,8029477542,64624.78935,0.029234182,0.050165182
245.072127,503.342,52.5079,501.715,11.5171,7095345107,63585.49449,0.007210396,0.060643973,7295283921,94749.2734,0.010290545,0.066622621,7848826390,47673.92972,0.009151712,0.063666967,8029479518,63498.7083,0.021793639,0.050146229
250.262347,503.386,52.7012,501.77,11.6407,7095344729,63474.71421,0.006982264,0.060603734,7295283822,94741.60726,0.009800314,0.06683873,7848826469,46754.88761,0.008555378,0.063586725,8029478774,64751.11846,0.026509364,0.050170438
255.474285,503.465,52.8996,501.861,11.7657,7095344442,64179.16415,0.006649233,0.060497378,7295283707,94782.39942,0.010086569,0.066738326,7848827359,46895.77549,0.010204991,0.063523172,8029478976,64428.51328,0.024206753,0.050086074
260.695773,503.463,53.0924,501.856,11.8877,7095344405,64141.80617,0.00650723,0.06045245,7295283782,94591.25395,0.009504524,0.066786286,7848828002,46694.70376,0.007330751,0.063548564,8029478453,63665.92818,0.021771058,0.050113704
265.907906,503.413,53.2854,501.82,12.0084,7095344375,63519.38609,0.007220357,0.06047443,7295283666,94665.72647,0.010005072,0.066719252,7848825442,47419.18226,0.008503031,0.063589461,8029477604,63848.97687,0.022505665,0.050115504
271.119254,503.429,53.4766,501.854,12.1249,7095344282,64009.23311,0.006566511,0.060329963,7295283567,94765.43234,0.009506308,0.066694194,7848826898,47297.20625,0.010400285,0.063468851,8029478573,65320.5741,0.022258187,0.050085775
276.341481,503.347,53.6628,501.781,12.2346,7095344348,64011.37817,0.006522643,0.06029171,7295283583,94776.72365,0.009273932,0.066646388,7848827559,47353.61963,0.007264494,0.06342642,8029479185,63883.83741,0.024244694,0.050042266
281.546614,503.156,53.9171,501.593,12.3387,7095344282,63473.3929,0.006994883,0.060479237,7295283424,94557.18339,0.00989894,0.066725907,7848826339,46853.55927,0.00747729,0.063399411,8029478768,63063.79052,0.026939948,0.050068159
286.768137,503.007,54.1049,501.457,12.4573,7095343991,63880.23869,0.006362698,0.060304401,7295283342,94794.96584,0.009280645,0.066631391,7848826453,46813.15929,0.009832915,0.063355229,8029479785,64012.43333,0.027767857,0.050056628
291.990635,502.92,54.2871,501.432,12.577,7095344142,63864.87247,0.006643469,0.06026482,7295283332,94439.23007,0.009226736,0.066768687,7848827334,47583.06497,0.007351513,0.063323577,8029478639,63641.55477,0.021513696,0.050029203
297.204037,502.83,54.4681,501.372,12.695,7095343719,63421.7986,0.006691722,0.060349723,7295283154,94486.23593,0.00927764,0.066615733,7848826403,47217.52478,0.011528636,0.063361817,8029478766,64005.92134,0.021390142,0.050007201
302.409234,502.835,54.6483,501.341,12.8109,7095344033,63770.37994,0.007311959,0.060292728,7295283192,94561.26477,0.009789018,0.066638689,7848825600,46570.62434,0.007240772,0.0632449,8029478221,63993.26804,0.019842837,0.050003062
307.629816,502.909,54.8248,501.341,12.9254,7095343563,63687.4985,0.00649847,0.06027398,7295283152,94475.492,0.010048601,0.066529842,7848826130,47162.88133,0.009126337,0.063303249,8029478592,62706.89139,0.024752643,0.049956033
312.852033,503.046,55.0086,501.396,13.0381,7095343863,63676.93376,0.007319884,0.060290213,7295283160,94398.47944,0.009668663,0.066622908,7848826250,46779.38905,0.009666476,0.063222005,8029477969,64578.96756,0.028906699,0.049952992
318.064076,503.063,55.1865,501.359,13.1489,7095343511,63430.88857,0.006930615,0.0602203,7295282986,94062.26255,0.010608944,0.066474499,7848825568,47110.28247,0.01003655,0.063270441,8029478389,62987.91197,0.026007301,0.049943059
323.305543,502.976,55.3615,501.341,13.2662,7095343799,63478.56944,0.007346293,0.060228045,7295282893,94238.95291,0.009377768,0.066501087,7848825663,46802.04617,0.009192633,0.063209773,8029478438,63600.21516,0.023509569,0.049950276
328.528513,502.978,55.5331,501.355,13.3818,7095343671,63259.87668,0.007476713,0.060208684,7295283025,94194.11378,0.009903424,0.066474167,7848825289,46641.46054,0.008129482,0.063198278,8029477279,64066.51742,0.021995796,0.04992143
333.731602,502.961,55.7056,501.307,13.4956,7095343259,63881.21684,0.006709022,0.060101307,7295282734,94117.57369,0.01039963,0.066426678,7848826248,46947.30428,0.009452915,0.063153672,8029478718,63601.23128,0.020300596,0.049894004
338.973424,503.039,55.8741,501.311,13.6377,7095342858,63646.61479,0.006434821,0.060067045,7295282805,94116.37281,0.010210029,0.066300804,7848826203,47444.91705,0.009217607,0.063164546,8029477936,63877.44029,0.022596006,0.049893076
344.145668,503.205,56.0272,501.427,13.7206,7095343041,63853.30101,0.006596074,0.060074782,7295282614,94494.03352,0.009833774,0.06638989,7848826204,46692.6069,0.010116638,0.06310172,8029479246,64183.31482,0.021919284,0.049869825
349.358526,503.228,56.1909,501.394,13.8583,7095343317,63595.42664,0.006837019,0.060038752,7295282594,94206.99086,0.009149472,0.066406577,7848826030,46987.19823,0.00950318,0.063080223,8029479008,64132.69704,0.019577467,0.049836308
354.582785,503.168,56.3497,501.307,13.9671,7095342658,63063.69318,0.007159102,0.060092028,7295282340,94115.12599,0.009762907,0.066398009,7848825518,46774.87173,0.007996202,0.063090788,8029477531,63838.12022,0.020866866,0.049854023
359.786714,503.114,56.5152,501.288,14.077,7095343064,63645.95947,0.006873871,0.059948581,7295282255,94346.04381,0.009726886,0.066345604,7848824367,47312.96729,0.009475521,0.063086367,8029478802,64454.85702,0.027219502,0.049812786
