time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
0.230017,336.817,40.9769,501.362,10.2039,7106267090.84502,60395.87376382713,0.030778713912760994,0.03009226695393719,7293849963.498092,88971.97150326552,0.060657565763058245,0.03789252411165541,7859788435.466334,45532.520324328114,0.018970511197050382,0.046483869912611296,8029381918.1524935,72667.16116415437,0.04171152872728964,0.05406194995382262
5.422152,347.415,40.9744,501.255,10.2056,7106267045.844292,60326.51105334811,0.030772864565464436,0.03012882972151102,7293849990.206921,88877.95361269054,0.060637897829879314,0.03804109886124799,7859787855.621389,45523.99275135396,0.019011486629708245,0.04649958476397433,8029381962.576995,72573.60454686733,0.04162591118349011,0.054060896665517194
10.6537,352.472,40.9764,501.354,10.2057,7106267098.43105,60358.11186781225,0.030813624641306665,0.030096282542364957,7293849918.893432,88925.59354879182,0.06053086895340648,0.037974477797382694,7859788509.276091,45106.5474649501,0.018942565923448472,0.046406552792231534,8029381983.946323,72691.44134511886,0.041722320577309804,0.05405034888565302
15.845566,344.222,40.9729,501.402,10.2093,7106267163.10079,60347.49830107663,0.030779786997772316,0.030118234829034297,7293850095.563607,88933.36908237539,0.06059011328527234,0.03791107936296342,7859788530.474423,45279.86393231724,0.01898245566132955,0.046377735802903795,8029381957.682784,72771.27056376143,0.04161099914093174,0.05403408482740473
21.057163,336.175,40.9791,501.196,10.2046,7106267094.563027,60381.966946491164,0.030789048678828708,0.030117437094226686,7293850103.044283,88979.52081743296,0.06059217186066916,0.03793741680201138,7859788218.461869,45362.2309654452,0.019023769812183268,0.046443925393560605,8029381929.40609,72650.66972862842,0.04173973667184998,0.05405147673231317
26.249904,338.965,40.9754,500.912,10.2043,7106267134.129955,60303.403581631064,0.030732703960335117,0.030119269015030745,7293850028.548439,89030.29631694396,0.0606269093144944,0.037913059529265956,7859787897.907819,45217.71279504559,0.018993726667218123,0.0464760838062096,8029381935.345282,72780.50905602855,0.041713570097471744,0.0540224897691235
31.461348,350.899,40.978,500.752,10.2098,7106267114.190709,60384.260534972396,0.030815623623126044,0.030123823503854848,7293849978.713029,88719.26366357926,0.060562110385937194,0.03790679974836989,7859787977.742073,45380.693540390064,0.018880516729909556,0.0462328425898195,8029381911.1765785,72786.98578739927,0.04167517653388381,0.054060965122447166
36.65225,360.406,40.9754,500.594,10.2054,7106267004.8436365,60344.47410044016,0.030760212738007362,0.030127253798411868,7293849959.682615,88735.60537905616,0.06061167813861653,0.03785357126822284,7859788369.47968,45285.58480196144,0.01886735803651589,0.04626420996979963,8029381887.511976,72344.19580360476,0.041651877909155005,0.05406304460258553
41.85469,358.394,40.9769,500.574,10.2054,7106267157.746131,60349.792381793515,0.030854308918610625,0.03009606757725472,7293849877.977489,89005.1519784429,0.06068606504892214,0.037932509959029005,7859787988.053087,45387.95587450994,0.019012284445726373,0.046343135205094976,8029381984.160873,72704.69557712629,0.04175195438549826,0.05407994227554784
47.056536,349.647,40.9764,500.495,10.2062,7106267082.685083,60380.61806114563,0.030788008137308625,0.030099886102814354,7293849825.184537,89119.76880992137,0.06057975918314695,0.03794496486018537,7859788507.370529,45351.14718157053,0.01898418134479147,0.046415442715124516,8029381848.936638,72852.8105062452,0.04177196136175714,0.054089012900420584
