time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
0.204417,503.04,296.408,498.32,299.573,7049735917.812715,8843.194181642491,-0.047577498524741746,-0.08039033032374092,7256119486.691663,10880.504517253266,0.17654491463094288,0.18128543716818626,7793684106.565702,7487.063666577597,-0.10768393669786011,-0.18944808978696806,7981176702.700329,8814.159243494805,-0.13758110036566867,-0.19969389284583827
4.303505,503.038,296.404,498.324,299.576,7049738003.07037,8863.208745709255,0.003554492201525799,0.004555651384219645,7256120660.608783,10880.166067800687,0.00913032315926371,0.012375098477639984,7793685395.851381,7498.639798604009,0.019907459506495053,0.007805940976502071,7981179656.634132,8829.174767532155,0.0042776237038835005,0.014411462656633385
8.431576,502.962,296.402,498.272,299.579,7049738037.519005,8855.20004803431,0.003563325831046302,0.0045743643485547,7256120894.518619,10879.586706770404,0.009160724889328599,0.012380545562381525,7793686186.249047,7501.093206994478,0.01988245172447628,0.00782094570119618,7981180228.25849,8834.429642226014,0.004307583548951786,0.014417559503860826
12.574609,502.854,296.397,498.178,299.564,7049738176.728358,8862.095986805081,0.0035677951916054584,0.004587800704380503,7256121514.935987,10861.407606667946,0.00916553082730792,0.012348541845164294,7793686145.679803,7490.851473484756,0.01988270174473691,0.007820235758842444,7981181220.616148,8825.336980039601,0.004288985188701274,0.01443176180685071
16.679333,502.857,296.395,498.162,299.557,7049737691.090078,8857.387849871164,0.00355645687784179,0.004581912252901785,7256121570.389874,10873.79263848598,0.009088178092365257,0.01234675218483915,7793688123.098333,7494.751610609732,0.019849796894810617,0.007827905597464688,7981181558.092127,8826.006913241978,0.004288234417175358,0.014423453065816983
20.816661,502.828,296.393,498.118,299.535,7049739360.537695,8851.70646669132,0.0035215268479319196,0.004574407474575352,7256122255.032933,10875.70176081816,0.00910077837831852,0.01234912686347315,7793688458.877196,7506.835759491115,0.019841585503184253,0.007809168606357727,7981182000.207467,8827.502087985224,0.004257292385654129,0.014422080930391348
24.966234,502.785,296.391,498.087,299.509,7049739159.084261,8887.048725432653,0.003554345642240662,0.0045760959955130865,7256122088.887808,10876.422859124366,0.00914465409837362,0.012365222971132234,7793688625.748623,7492.4323866088935,0.019832304885629305,0.007819512081066854,7981183006.0423975,8832.458540696942,0.004332528128098498,0.014434287911648126
29.112292,502.564,296.387,497.891,299.517,7049739607.461684,8866.028275987033,0.0035152404587817927,0.004584645801866901,7256122876.355517,10867.646447746192,0.009125103031948856,0.012369695558328418,7793690074.467089,7493.173214902563,0.01991866131718208,0.007817562915634062,7981183671.715266,8835.01543870585,0.0043140110590482806,0.014438316624517404
33.238646,502.375,296.386,497.727,299.519,7049739077.960772,8877.18433569321,0.003558158430053338,0.004578175857939018,7256123123.1525955,10869.29503454136,0.00914867853021778,0.012355134559832196,7793691876.123823,7494.487889063796,0.01988478973460567,0.007816409926949762,7981184374.118445,8827.183973596657,0.0043362217418800204,0.014433934797421407
37.37957,502.217,296.383,497.543,299.508,7049740891.240772,8870.226161532948,0.0035252397014069676,0.004600143581527278,7256123215.805944,10872.312376716172,0.00913805187370243,0.01237507864304944,7793691522.418291,7502.507221082281,0.019908140807691585,0.00781642320078349,7981185857.746722,8833.25833833283,0.004239309576842615,0.014424506793058825
